"Year","est","se","est_corr","se_corr","lwr","upr","model","type","species"
2013,11.2223829139256,3.61086048940317,11.2223829139256,NA,4.14509635469534,18.2996694731558,"tV_mod_ln","single","Carangidae"
2014,8.84140448345415,2.09276147817798,8.84140448345415,NA,4.7395919862253,12.943216980683,"tV_mod_ln","single","Carangidae"
2015,3.10209806841119,0.821264064062628,3.10209806841119,NA,1.49242050284844,4.71177563397394,"tV_mod_ln","single","Carangidae"
2016,0.124449329363283,0.0259096550218437,0.124449329363283,NA,0.073666405520469,0.175232253206096,"tV_mod_ln","single","Carangidae"
2017,0.176752978625412,0.0335420011488491,0.176752978625412,NA,0.111010656373668,0.242495300877157,"tV_mod_ln","single","Carangidae"
2018,0.138861781788085,0.0249010418733791,0.138861781788085,NA,0.0900557397162616,0.187667823859908,"tV_mod_ln","single","Carangidae"
2019,0.0918353568894743,0.0382458844290646,0.0918353568894743,NA,0.0168734234085077,0.166797290370441,"tV_mod_ln","single","Carangidae"
2020,0.368233682698195,0.132105477760764,0.368233682698195,NA,0.109306946287098,0.627160419109292,"tV_mod_ln","single","Carangidae"
2021,0.0377037798586925,0.014619081767292,0.0377037798586925,NA,0.0090503795948001,0.0663571801225849,"tV_mod_ln","single","Carangidae"
2022,0.384450000927041,0.209440228476391,0.384450000927041,NA,-0.0260528468866865,0.794952848740768,"tV_mod_ln","single","Carangidae"
2023,0.0836810166486581,0.0282781911836605,0.0836810166486581,NA,0.0282557619286835,0.139106271368633,"tV_mod_ln","single","Carangidae"
